Row_ID,Order_Date,Ship_Date,Ship_Mode,Segment,City,State,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
5872,2016-10-20,2016-10-23,First Class,Consumer,Newark,Ohio,East,Office Supplies,Art,Premium Writing Pencils Soft 2 by Central Association for the Blind,7.15,3,0.2,0.72
5873,2016-10-20,2016-10-24,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,Black Print Carbonless Snap-Off Rapid Letter 8 1/2 x 7,51.02,7,0.2,15.94
5874,2016-10-20,2016-10-24,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,Staples,25.25,4,0.2,7.89
5875,2016-10-20,2016-10-24,Second Class,Consumer,Houston,Texas,Central,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,56.69,1,0.3,-14.58
5876,2016-10-20,2016-10-26,Standard Class,Consumer,Trenton,Michigan,Central,Technology,Phones,iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5 4S 4,125.7,6,0,35.2
5877,2016-10-20,2016-10-26,Standard Class,Consumer,Trenton,Michigan,Central,Technology,Phones,Pyle PMP37LED,191.98,2,0,51.83
5878,2016-10-20,2016-10-26,Standard Class,Consumer,Trenton,Michigan,Central,Office Supplies,Storage,Woodgrain Magazine Files by Perma,20.86,7,0,1.46
5879,2016-10-20,2016-10-22,First Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,Fellowes Twister Kit Gray/Clear 3/pkg,19.3,3,0.2,6.03
5880,2016-10-20,2016-10-26,Standard Class,Home Office,Arlington,Virginia,South,Furniture,Furnishings,Aluminum Document Frame,61.1,5,0,18.33
5881,2016-10-20,2016-10-25,Standard Class,Corporate,El Cajon,California,West,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,387.14,4,0.2,4.84
5882,2016-10-21,2016-10-21,Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23.2,4,0,10.44
5883,2016-10-21,2016-10-21,Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Supplies,Staple remover,7.36,2,0,0.15
5884,2016-10-21,2016-10-21,Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Storage,Pizazz Global Quick File,104.79,7,0,29.34
5885,2016-10-21,2016-10-21,Same Day,Corporate,Manchester,Connecticut,East,Furniture,Bookcases,Atlantic Metals Mobile 3-Shelf Bookcases Custom Colors,1043.92,4,0,271.42
5886,2016-10-21,2016-10-27,Standard Class,Consumer,Riverside,California,West,Office Supplies,Paper,Rediform Wirebound Phone Memo Message Book 11 x 5-3/4,22.92,3,0,11.23
5887,2016-10-21,2016-10-25,Standard Class,Consumer,San Diego,California,West,Office Supplies,Storage,Belkin 19 Vented Equipment Shelf Black,154.44,3,0,1.54
5888,2016-10-21,2016-10-26,Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,7.92,4,0,3.56
5889,2016-10-21,2016-10-22,First Class,Consumer,Baltimore,Maryland,East,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0,9.82
5890,2016-10-21,2016-10-27,Standard Class,Consumer,Columbus,Ohio,East,Technology,Phones,Panasonic KX TS208W Corded phone,235.15,8,0.4,-47.03
5891,2016-10-21,2016-10-26,Standard Class,Corporate,Lakewood,Ohio,East,Furniture,Tables,Chromcraft Bull-Nose Wood 48 x 96 Rectangular Conference Tables,661.18,2,0.4,-231.41
5892,2016-10-21,2016-10-26,Second Class,Home Office,North Las Vegas,Nevada,West,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,113.22,3,0,29.44
5893,2016-10-21,2016-10-26,Second Class,Home Office,North Las Vegas,Nevada,West,Office Supplies,Paper,Xerox 193,35.88,6,0,17.58
5894,2016-10-21,2016-10-26,Second Class,Home Office,North Las Vegas,Nevada,West,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,4535.98,3,0.2,1644.29
5895,2016-10-21,2016-10-24,Second Class,Consumer,Jackson,Tennessee,South,Office Supplies,Storage,Tenex Personal Filing Tote With Secure Closure Lid Black/Frost,111.67,9,0.2,6.98
5896,2016-10-21,2016-10-25,Standard Class,Consumer,San Antonio,Texas,Central,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,106.08,6,0.2,-9.28
5897,2016-10-21,2016-10-27,Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,242.14,3,0.2,12.11
5898,2016-10-21,2016-10-27,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell Chalk Holder,12.39,3,0,5.7
5899,2016-10-21,2016-10-27,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,Eldon Expressions Wood and Plastic Desk Accessories Oak,19.96,2,0,5.59
5900,2016-10-21,2016-10-27,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,0,3.41
5901,2016-10-21,2016-10-26,Standard Class,Home Office,Fort Lauderdale,Florida,South,Furniture,Furnishings,Seth Thomas 14 Day/Date Wall Clock,45.57,2,0.2,9.68
5902,2016-10-21,2016-10-26,Standard Class,Home Office,Fort Lauderdale,Florida,South,Office Supplies,Binders,GBC Personal VeloBind Strips,28.75,8,0.7,-21.08
5903,2016-10-22,2016-10-24,First Class,Home Office,Detroit,Michigan,Central,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.4,5,0,10.05
5904,2016-10-22,2016-10-24,First Class,Consumer,Richmond,Virginia,South,Furniture,Furnishings,Eldon Expressions Wood and Plastic Desk Accessories Oak,39.92,4,0,11.18
5905,2016-10-22,2016-10-22,Same Day,Consumer,Seattle,Washington,West,Office Supplies,Paper,Xerox 1986,6.68,1,0,3.21
5906,2016-10-22,2016-10-22,Same Day,Consumer,Seattle,Washington,West,Office Supplies,Art,Prang Drawing Pencil Set,8.34,3,0,2.25
5907,2016-10-22,2016-10-22,Same Day,Consumer,Seattle,Washington,West,Furniture,Furnishings,Linden 12 Wall Clock With Oak Frame,101.94,3,0,30.58
5908,2016-10-23,2016-10-29,Standard Class,Home Office,New York City,New York,East,Office Supplies,Paper,Snap-A-Way Black Print Carbonless Ruled Speed Letter Triplicate,379.4,10,0,178.32
5909,2016-10-23,2016-10-29,Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,DAX Cubicle Frames - 8x10,16.16,7,0.6,-12.12
5910,2016-10-23,2016-10-29,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1929,54.82,3,0.2,17.82
5911,2016-10-23,2016-10-28,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,17.05,5,0,8.18
5912,2016-10-24,2016-10-28,Second Class,Corporate,Los Angeles,California,West,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0,21
5913,2016-10-24,2016-10-28,Second Class,Corporate,Los Angeles,California,West,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),359.98,2,0,21.6
5914,2016-10-24,2016-10-31,Standard Class,Home Office,Lebanon,Tennessee,South,Technology,Phones,Apple iPhone 5C,239.98,3,0.2,18
5915,2016-10-24,2016-10-24,Same Day,Consumer,San Francisco,California,West,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,199.99,1,0,86
5916,2016-10-24,2016-10-28,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,Eureka Recycled Copy Paper 8 1/2 x 11 Ream,15.55,3,0.2,5.44
5917,2016-10-24,2016-10-28,Standard Class,Home Office,San Francisco,California,West,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,450,5,0,162
5918,2016-10-25,2016-10-28,First Class,Corporate,Miami,Florida,South,Technology,Phones,Panasonic KX-TG9471B,783.96,5,0.2,78.4
5919,2016-10-27,2016-11-02,Standard Class,Consumer,Troy,New York,East,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,3,0,19.3
5920,2016-10-27,2016-11-02,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,Staple holder,43.92,4,0,11.86
5921,2016-10-27,2016-11-02,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,Acco Data Flex Cable Posts For Top & Bottom Load Binders 6 Capacity,25.03,3,0.2,7.82
5922,2016-10-27,2016-11-01,Second Class,Consumer,Hampton,Virginia,South,Furniture,Chairs,Global Executive Mid-Back Managers Chair,290.98,1,0,75.65
5923,2016-10-27,2016-10-31,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Binders,Avery Legal 4-Ring Binder,67.14,4,0.2,25.18
5924,2016-10-27,2016-10-31,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,Metal Folding Chairs Beige 4/Carton,427.64,14,0.1,80.78
5925,2016-10-27,2016-10-31,Standard Class,Consumer,New York City,New York,East,Office Supplies,Fasteners,Advantus Push Pins Aluminum Head,40.67,7,0,12.61
5926,2016-10-27,2016-10-31,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,33.48,2,0,1.34
5927,2016-10-27,2016-10-31,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,Prestige Round Ring Binders,9.73,2,0.2,3.28
5928,2016-10-28,2016-11-01,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,Personal Filing Tote with Lid Black/Gray,93.06,6,0,26.06
5929,2016-10-28,2016-11-01,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,Adtran 1202752G1,302.38,3,0.2,22.68
5930,2016-10-28,2016-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,Xerox 223,32.4,5,0,15.55
5931,2016-10-28,2016-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Storage,Tennsco Stur-D-Stor Boltless Shelving 5 Shelves 24 Deep Sand,1082.48,8,0,10.82
5932,2016-10-28,2016-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,Xerox 1939,56.91,3,0,27.32
5933,2016-10-28,2016-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Furniture,Furnishings,Floodlight Indoor Halogen Bulbs 1 Bulb per Pack 60 Watts,77.6,4,0,38.02
5934,2016-10-28,2016-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,0,6.57
5935,2016-10-28,2016-10-29,First Class,Corporate,San Francisco,California,West,Office Supplies,Paper,Southworth Structures Collection,50.96,7,0,25.48
5936,2016-10-28,2016-10-29,First Class,Corporate,San Francisco,California,West,Office Supplies,Binders,Square Ring Data Binders Rigid 75 Pt. Covers 11 x 14-7/8,49.54,3,0.2,17.34
5937,2016-10-28,2016-10-28,Same Day,Consumer,Boynton Beach,Florida,South,Furniture,Furnishings,24-Hour Round Wall Clock,47.95,3,0.2,13.79
5938,2016-10-28,2016-10-28,Same Day,Consumer,Boynton Beach,Florida,South,Office Supplies,Binders,Large Capacity Hanging Post Binders,37.43,5,0.7,-29.94
5939,2016-10-28,2016-10-28,Same Day,Consumer,Boynton Beach,Florida,South,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.97,2,0.2,0
5940,2016-10-28,2016-10-28,Same Day,Consumer,Boynton Beach,Florida,South,Furniture,Furnishings,Howard Miller 13-1/2 Diameter Rosebrook Wall Clock,165.05,3,0.2,41.26
5941,2016-10-28,2016-11-04,Standard Class,Corporate,Greenville,North Carolina,South,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binder White 3,17.62,4,0.7,-14.09
5942,2016-10-28,2016-11-02,Standard Class,Consumer,Tampa,Florida,South,Office Supplies,Binders,Canvas Sectional Post Binders,38.19,5,0.7,-26.73
5943,2016-10-28,2016-11-01,Second Class,Consumer,New York City,New York,East,Office Supplies,Art,BIC Brite Liner Highlighters,12.42,3,0,5.22
5944,2016-10-28,2016-10-28,Same Day,Corporate,Rochester,New York,East,Furniture,Furnishings,Tenex Chairmat w/ Average Lip 45 x 53,756.8,5,0,75.68
5945,2016-10-29,2016-11-02,Standard Class,Corporate,Bridgeton,New Jersey,East,Office Supplies,Storage,Rogers Jumbo File Granite,40.74,3,0,0.41
5946,2016-10-29,2016-11-02,Standard Class,Corporate,Bridgeton,New Jersey,East,Office Supplies,Appliances,Commercial WindTunnel Clean Air Upright Vacuum Replacement Belts Filtration Bags,11.67,3,0,3.03
5947,2016-10-29,2016-10-31,First Class,Consumer,Lansing,Michigan,Central,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67,5,0,32.16
5948,2016-10-29,2016-11-01,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binder White 3,11.74,1,0.2,3.82
5949,2016-10-30,2016-11-04,Standard Class,Consumer,Sterling Heights,Michigan,Central,Office Supplies,Art,Newell 312,11.68,2,0,3.5
5950,2016-10-30,2016-11-03,Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,GBC Personal VeloBind Strips,28.75,3,0.2,10.06
5951,2016-10-30,2016-11-03,Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,114.95,5,0,32.19
5952,2016-10-30,2016-11-04,Standard Class,Consumer,San Luis Obispo,California,West,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,2,0,1.19
5953,2016-10-31,2016-11-06,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,Hon Olson Stacker Stools,492.84,5,0.3,-14.08
5954,2016-10-31,2016-11-04,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,Dual Level Single-Width Filing Carts,1085.42,7,0,282.21
5955,2016-10-31,2016-11-04,Second Class,Consumer,Hollywood,Florida,South,Office Supplies,Paper,Xerox 1898,32.06,6,0.2,11.22
5956,2016-10-31,2016-11-05,Standard Class,Corporate,Tulsa,Oklahoma,Central,Office Supplies,Supplies,Fiskars Softgrip Scissors,21.96,2,0,6.15
5957,2016-10-31,2016-11-05,Standard Class,Corporate,Tulsa,Oklahoma,Central,Furniture,Chairs,Hon Mobius Operators Chair,368.97,3,0,81.17
5958,2016-10-31,2016-11-05,Standard Class,Corporate,Tulsa,Oklahoma,Central,Office Supplies,Art,Newell 31,12.39,3,0,3.47
5959,2016-10-31,2016-11-05,Standard Class,Corporate,Tulsa,Oklahoma,Central,Office Supplies,Storage,Carina Mini System Audio Rack Model AR050B,332.94,3,0,9.99
5960,2016-10-31,2016-11-05,Standard Class,Corporate,San Francisco,California,West,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,5,0.2,70.2
5961,2016-11-01,2016-11-05,Standard Class,Home Office,Salem,Virginia,South,Technology,Phones,LF Elite 3D Dazzle Designer Hard Case Cover Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite,21.8,2,0,6.1
5962,2016-11-01,2016-11-05,Standard Class,Home Office,Salem,Virginia,South,Office Supplies,Envelopes,Airmail Envelopes,251.79,3,0,118.34
5963,2016-11-01,2016-11-04,First Class,Corporate,Conroe,Texas,Central,Office Supplies,Storage,Tenex Personal Filing Tote With Secure Closure Lid Black/Frost,111.67,9,0.2,6.98
5964,2016-11-01,2016-11-07,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,Maxell 4.7GB DVD-R,68.11,3,0.2,17.88
5965,2016-11-03,2016-11-10,Standard Class,Consumer,Urbandale,Iowa,Central,Office Supplies,Art,Hunt PowerHouse Electric Pencil Sharpener Blue,75.96,2,0,22.79
5966,2016-11-03,2016-11-10,Standard Class,Consumer,Urbandale,Iowa,Central,Office Supplies,Binders,Avery Durable Plastic 1 Binders,27.24,6,0,13.35
5967,2016-11-03,2016-11-07,Standard Class,Consumer,Marysville,Washington,West,Office Supplies,Art,Newell 332,8.82,3,0,2.38
5968,2016-11-03,2016-11-06,First Class,Consumer,Los Angeles,California,West,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.58,2,0.2,-29.92
5969,2016-11-03,2016-11-06,First Class,Consumer,Los Angeles,California,West,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,0,29.03
5970,2016-11-03,2016-11-06,First Class,Consumer,Los Angeles,California,West,Office Supplies,Labels,Avery 50,87.71,7,0,41.22
5971,2016-11-03,2016-11-06,First Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16 x 20 Room,1101.48,4,0,429.58
5972,2016-11-03,2016-11-08,Second Class,Consumer,Henderson,Kentucky,South,Office Supplies,Fasteners,Advantus Plastic Paper Clips,20,4,0,9.6
5973,2016-11-03,2016-11-08,Second Class,Consumer,Henderson,Kentucky,South,Office Supplies,Art,Economy 2 Pencils,7.98,3,0,2.07
5974,2016-11-03,2016-11-08,Second Class,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5,0,9.16
5975,2016-11-03,2016-11-08,Second Class,Consumer,Henderson,Kentucky,South,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,8.75,1,0,2.63
5976,2016-11-03,2016-11-08,Second Class,Consumer,Henderson,Kentucky,South,Furniture,Tables,Global Adaptabilities Conference Tables,842.94,3,0,160.16
5977,2016-11-03,2016-11-08,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,Stockwell Push Pins,15.26,7,0,5.04
5978,2016-11-03,2016-11-08,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,Holmes 99 HEPA Air Purifier,43.32,2,0,14.3
5979,2016-11-03,2016-11-08,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,Avery Durable Plastic 1 Binders,43.58,12,0.2,15.8
5980,2016-11-03,2016-11-08,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1892,116.28,3,0,56.98
5981,2016-11-03,2016-11-08,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.3,2,0.2,3.02
5982,2016-11-03,2016-11-08,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 22,19.44,3,0,9.33
5983,2016-11-03,2016-11-08,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3,0,150.98
5984,2016-11-03,2016-11-09,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,Xerox 1978,9.25,2,0.2,3.35
5985,2016-11-03,2016-11-05,First Class,Consumer,Portland,Oregon,West,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,4.16,7,0.7,-3.47
5986,2016-11-03,2016-11-05,First Class,Consumer,Portland,Oregon,West,Technology,Machines,Okidata B401 Printer,179.99,3,0.7,-251.99
5987,2016-11-03,2016-11-07,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,72,1,0.2,14.4
5988,2016-11-03,2016-11-07,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Chairs,Bevis Steel Folding Chairs,470.16,7,0.3,-13.43
5989,2016-11-04,2016-11-04,Same Day,Consumer,Louisville,Kentucky,South,Office Supplies,Fasteners,OIC Colored Binder Clips Assorted Sizes,10.74,3,0,5.26
5990,2016-11-04,2016-11-08,Second Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,Tenex The Solids Textured Chair Mats,209.88,3,0,35.68
5991,2016-11-04,2016-11-05,First Class,Consumer,San Francisco,California,West,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,38.29,7,0,16.46
5992,2016-11-04,2016-11-04,Same Day,Consumer,Chula Vista,California,West,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8,4,0,55.91
5993,2016-11-04,2016-11-06,Second Class,Corporate,Eugene,Oregon,West,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,17.58,7,0.2,-4.18
5994,2016-11-04,2016-11-06,Second Class,Corporate,Eugene,Oregon,West,Furniture,Chairs,Office Star - Contemporary Task Swivel chair with Loop Arms Charcoal,104.78,1,0.2,-14.41
5995,2016-11-04,2016-11-06,Second Class,Corporate,Eugene,Oregon,West,Office Supplies,Paper,Southworth 25 Cotton Premium Laser Paper and Envelopes,47.95,3,0.2,16.78
5996,2016-11-04,2016-11-06,Second Class,Corporate,Eugene,Oregon,West,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.35,3,0.2,-97.55
5997,2016-11-04,2016-11-06,Second Class,Corporate,Eugene,Oregon,West,Office Supplies,Labels,Dot Matrix Printer Tape Reel Labels White 5000/Box,629.18,8,0.2,228.08
5998,2016-11-04,2016-11-06,Second Class,Corporate,Eugene,Oregon,West,Office Supplies,Paper,Xerox 1887,15.18,1,0.2,5.31
5999,2016-11-04,2016-11-09,Standard Class,Corporate,Miami,Florida,South,Furniture,Furnishings,Ultra Door Pull Handle,50.5,6,0.2,8.21
6000,2016-11-04,2016-11-08,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.71,2,0.2,2.8
6001,2016-11-04,2016-11-08,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,4.18,1,0.2,1.31
6002,2016-11-04,2016-11-08,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,Xerox 229,38.88,6,0,18.66
6003,2016-11-04,2016-11-06,Second Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Storage,Eldon Portable Mobile Manager,45.25,2,0.2,3.96
6004,2016-11-04,2016-11-06,Second Class,Corporate,Charlotte,North Carolina,South,Furniture,Tables,BPI Conference Tables,876.3,10,0.4,-292.1
6005,2016-11-04,2016-11-06,Second Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Supplies,Premier Electric Letter Opener,185.38,2,0.2,-34.76
6006,2016-11-04,2016-11-08,Standard Class,Consumer,San Diego,California,West,Technology,Machines,Okidata B400 Printer,686.4,2,0.2,77.22
6007,2016-11-04,2016-11-08,Standard Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7,11.38,3,0.6,-5.69
6008,2016-11-04,2016-11-08,Standard Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,Deflect-o EconoMat Studded No Bevel Mat for Low Pile Carpeting,66.11,4,0.6,-84.29
6009,2016-11-05,2016-11-10,Standard Class,Home Office,San Jose,California,West,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,5,0.2,9.83
6010,2016-11-05,2016-11-10,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.99,2,0.4,-15.99
6011,2016-11-05,2016-11-09,Standard Class,Consumer,Houston,Texas,Central,Furniture,Tables,Laminate Occasional Tables,863.13,8,0.3,-160.3
6012,2016-11-05,2016-11-09,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,Storex Dura Pro Binders,3.56,3,0.8,-6.24
6013,2016-11-05,2016-11-09,Standard Class,Consumer,Houston,Texas,Central,Furniture,Bookcases,OSullivan Plantations 2-Door Library in Landvery Oak,956.66,7,0.32,-225.1
6014,2016-11-05,2016-11-09,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,12.59,3,0.8,-20.14
6015,2016-11-05,2016-11-09,Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,171.96,5,0.2,45.14
6016,2016-11-05,2016-11-10,Standard Class,Home Office,Lawrence,Indiana,Central,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,104.9,5,0,50.35
6017,2016-11-05,2016-11-10,Standard Class,Home Office,Lawrence,Indiana,Central,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2,0,16.27
6018,2016-11-05,2016-11-10,Standard Class,Home Office,Lawrence,Indiana,Central,Office Supplies,Labels,Avery 503,51.75,5,0,24.84
6019,2016-11-05,2016-11-08,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.25,2,0.2,19.97
6020,2016-11-05,2016-11-05,Same Day,Consumer,Laredo,Texas,Central,Office Supplies,Labels,Avery 490,11.84,1,0.2,4.44
6021,2016-11-05,2016-11-09,Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,Cherry 142-key Programmable Keyboard,479.72,4,0,52.77
6022,2016-11-05,2016-11-07,Second Class,Consumer,San Jose,California,West,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,72,4,0,12.96
6023,2016-11-05,2016-11-07,Second Class,Consumer,San Jose,California,West,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.89,2,0.2,9.97
6024,2016-11-05,2016-11-07,Second Class,Consumer,San Jose,California,West,Office Supplies,Envelopes,Strathmore 10 Envelopes Ultimate White,158.13,3,0,77.48
6025,2016-11-05,2016-11-07,First Class,Consumer,Virginia Beach,Virginia,South,Furniture,Furnishings,3M Polarizing Task Lamp with Clamp Arm Light Gray,273.96,2,0,71.23
6026,2016-11-05,2016-11-07,First Class,Consumer,Virginia Beach,Virginia,South,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,89.97,3,0,18.89
6027,2016-11-05,2016-11-07,First Class,Consumer,Virginia Beach,Virginia,South,Furniture,Furnishings,Tenex Chairmat w/ Average Lip 45 x 53,756.8,5,0,75.68
6028,2016-11-06,2016-11-10,Second Class,Home Office,Los Angeles,California,West,Furniture,Chairs,Global Task Chair Black,81.42,2,0.2,-9.16
6029,2016-11-06,2016-11-10,Second Class,Home Office,Los Angeles,California,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0,26.24
6030,2016-11-06,2016-11-09,First Class,Corporate,Jacksonville,Florida,South,Furniture,Chairs,High-Back Leather Managers Chair,207.98,2,0.2,-28.6
6031,2016-11-06,2016-11-09,First Class,Corporate,Jacksonville,Florida,South,Office Supplies,Paper,Embossed Ink Jet Note Cards,36.11,2,0.2,12.64
6032,2016-11-06,2016-11-09,First Class,Corporate,Jacksonville,Florida,South,Furniture,Furnishings,Executive Impressions 14 Contract Wall Clock,35.57,2,0.2,5.78
6033,2016-11-06,2016-11-09,First Class,Corporate,Jacksonville,Florida,South,Office Supplies,Paper,Eaton Premium Continuous-Feed Paper 25 Cotton Letter Size White 1000 Shts/Box,88.77,2,0.2,31.07
6034,2016-11-06,2016-11-10,Second Class,Consumer,San Diego,California,West,Office Supplies,Storage,Eldon Portable Mobile Manager,84.84,3,0,22.91
6035,2016-11-07,2016-11-11,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.69
6036,2016-11-07,2016-11-09,First Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,Fellowes Binding Cases,37.44,4,0.2,11.7
6037,2016-11-07,2016-11-09,First Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.98,4,0.2,8.77
6038,2016-11-07,2016-11-09,First Class,Corporate,Los Angeles,California,West,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2,0,3.29
